Track,Artist,Release Date,ISRC,All Time Rank,Spotify,YouTube,TikTok,Pandora,Soundcloud,Shazam
20 Tragos,Yiï¿½,11/25/2022,USL4Q2255557,"2,568","477,396","388,682,045","52,662",,,315
My wrist (with Young Thug),Yeat,5/26/2023,USUM72307802,"2,572","83,393,310","14,159,412","9,909,365","310,482","7,298,891","180,040"
GigaChad Theme - Phonk House Version,g3ox_em,8/22/2022,QZNWS2230712,"2,571","282,776,356","152,603,363","1,672,858","1,120,269",,"1,358,899"
Jackie Chan,Tiï¿½ï¿½,5/18/2018,CYA111800123,"2,562","867,318,774","207,699,017","91,008,651","52,601,591","23,640,224","5,167,133"
Words (feat. Zara Larsson),Alesso,4/22/2022,USUG12202336,"2,563","383,945,607","51,670,623","159,467,861","5,618,643",,"1,125,402"
Bombonzinho - Ao Vivo,Israel & Rodolffo,11/3/2022,BRRGE2200815,"2,576","343,704,935","208,025,693","153,392,985","1,634",,"206,908"
Mil Preguntas,The La Planta,3/7/2024,BK4DA2407011,"2,567","27,026,914","46,888,149",,,,"63,178"
OJALï¿½,Maria Becerra,6/1/2022,USAT22205402,"2,579","168,710,415","358,805,694","248,098,853","1,069,872","6,806","182,061"
Bejeweled,Taylor Swift,10/21/2022,USUG12205715,"2,577","536,110,386","19,011,964","1,573,795,763","12,812,687","118,548","361,280"
Lovin On Me,Jack Harlow,11/10/2023,USAT22311372,"2,583","669,206,771",,,,,
Back for More (with Anitta),TOMORROW X TOGETHER,9/15/2023,USA2P2342327,"2,580","93,990,459","112,494,830","296,861,046","520,450",,"182,465"
Heaven,Kane Brown,10/6/2017,USRN11700088,"2,584","492,361,216","697,287,853","74,609,105","394,651,147",,
Rolex,Ayo & Teo,1/13/2017,USUYG1126838,"2,585","491,358,577","1,050,086,757",,"106,302,056",,
That Girl,Amrinder Gill,5/24/2024,CBEGD2400001,"2,582","4,128,853","11,272,889",,,"233,545","10,176"
FERXXO 151,Feid,8/25/2023,USUM72312300,"2,587","106,899,723","54,351,042","44,045,683","485,490",,"195,030"
Dhaniya Ae Jaan,Pawan Singh,9/14/2023,ING642306994,"2,589","5,842,217","180,823,113",,,,"9,082"
Young And Beautiful,Lana Del Rey,1/1/2013,GBUM71301823,"2,586","1,256,488,099","721,653,474","881,937,736","437,188,269","1,084,712","6,185,418"
United In Grief,Kendrick Lamar,5/13/2022,USUM72208961,"2,578","246,425,341","38,465,606","342,828,836","2,364,415",,"1,169,011"
Drunk in Love,Beyoncï¿½,12/13/2013,USSM11307800,"2,588","607,315,454","827,853,706","200,100,315","493,343,155",,
La Vida Sin Ti,Rels B,4/22/2024,UYB282476005,"2,581","50,171,337","9,998,588",,"7,872",,"101,871"
FREAK,YUQI,4/23/2024,KRA392400004,"2,604","9,956,970","28,265,816","16,415,876",,,"22,273"
Casa Mia,Ghali,2/7/2024,ITQ002400008,"2,607","55,157,600","41,112,701",,"4,515",,"269,837"
Kaikai Kitan,Eve,10/3/2020,JPTF02017001,"2,596","404,765,225","470,390,576","561,999,669","1,050,151",,"812,814"
Opp Stoppa (feat. 21 Savage),YBN Nahmir,1/22/2021,USAT22100132,"2,603","246,949,197","62,144,315","4,922,539","4,954,305","32,395,833","209,692"
Mary On A Cross,Ghost,9/13/2019,USC4R1902750,"2,594","589,145,587","235,289,339","569,986,027","2,115,178","3,607,934","3,769,063"
Go Fuck Yourself,Two Feet,7/29/2016,DEVF11600016,"2,591","649,191,183","645,296,970","1,557,145,950","85,462,774",,"7,233,385"
Crocodile Tearz,J. Cole,4/5/2024,USUG12402403,"2,600","37,057,985","7,966,475",,"4,380,830",,"88,038"
PLIS,Camilo,2/6/2024,USSD12400017,"2,593","37,814,314","21,688,661","336,367,149","821,286",,"117,790"
Back to Me,Kanye West,2/9/2024,QZ7XS2400005,"2,599","77,403,728","5,768,907","1,600,000",,,"139,433"
Antidepresan,Mert Demir,11/4/2022,USA2P2247676,"2,605","172,362,945","164,304,790","428,987,615",,,"903,938"
Rise,Jonas Blue,5/25/2018,GBUM71802109,"2,592","872,518,334","681,562,909","36,403,946","28,442,862",,"5,306,138"
Summertime Sadness,Lana Del Rey,1/1/2011,GBUM71111565,"2,606","1,442,872,605","572,303,765","1,549,975,311","326,465,544","7,979,390","8,122,251"
8:00 AM,Nicki Nicole,5/17/2023,UYB282300034,"2,601","135,465,283","106,663,098","500,108,092","892,114","16,447","225,730"
PICK IT UP (feat. A$AP Rocky),Famous Dex,10/20/2017,QMCE31701365,"2,595","577,534,277",,,"104,549,598","113,164,126","2,097,008"
Double Fantasy (with Future),The Weeknd,4/21/2023,USUG12302627,"2,597","180,940,067","51,093,878","47,997,951","6,271,165","1,442,615",
Jungle,Alok,9/22/2023,DEE862301476,"2,590","111,266,488","10,259,020","17,703,236","1,532,504",,"670,189"
Fisherrr,Cash Cobain,2/28/2024,NL8RL2403852,"2,598","9,215,777","12,076,033","40,589,924","72,082","2,362,661","286,190"
Thank You for Being You,OctaSounds,9/7/2022,SGB502236932,"2,602","2,248,788","1,577,614","1,050,704,352",,,"109,624"
Wild as Her,Corey Kent,3/4/2022,TCAGA2290354,"2,614","180,186,017","36,595,510","23,448,462","113,592,411",,"670,748"
Beautiful (feat. Camila Cabello),Bazzi,8/2/2018,USAT21810504,"2,611","737,482,160","419,937,796","2,189,766,597","22,073,894",,"4,647,023"
Black Friday,Tom Odell,9/20/2023,USA2P2342595,"2,616","126,929,488","11,445,116","59,075,543","201,918","1,827,313","485,209"
Summertime Sadness (Sped Up),Lana Del Rey,5/4/2022,GBUM72206500,"2,613","68,235,585","444,569,952","1,468,789","74,530",,"33,174"
Ignorantes,Bad Bunny,2/14/2020,QM4TW2090210,"2,618","671,572,185","417,964,046","26,125,487","74,716,130",,"959,604"
Break Free,Ariana Grande,1/1/2014,USUM71409719,"2,610","899,830,382","1,288,704,058","371,404,445","240,308,987",,"7,374,291"
Risk,Gracie Abrams,5/1/2024,USUG12401764,"2,617","41,114,784","3,726,904",,"65,016",,"61,468"
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,11/27/2020,UYB282001011,"2,615","286,381,494","445,932,496","1,257,208,158","221,741",,"1,435,096"
WY@,Brent Faiyaz,9/19/2023,QZNMX2317490,"2,609","54,763,093","14,737,929","72,141,490","4,730,630",,"536,845"
Acapulco,Jason Derulo,9/3/2021,USAT22102812,"2,608","442,260,324","83,588,626","310,298,540","47,696,206","1,797,110",
GHOST TOWN,Benson Boone,10/15/2021,USWB12103472,"2,612","382,177,076","78,537,068","629,205,287","27,159,277",,"1,864,419"
Bande organisï¿½,13 Organisï¿½,8/15/2020,FRX282066018,"2,625","267,241,905","515,808,378","12,209,681",,,"2,065,953"
Only Human,Jonas Brothers,6/7/2019,USUG11901281,"2,634","508,463,163","136,979,542","45,970,559","181,852,656",,"7,575,291"
Daddy Issues,The Neighbourhood,10/30/2015,USSM11506747,"2,627","1,435,372,572","450,121,249","1,122,697,302","32,313,966",,"3,422,693"
Cha Cha Cha,Kï¿½ï¿½ï¿½,1/17/2023,FIWMA2200519,"2,624","143,311,775","85,239,745","304,146,444","20,792",,"281,032"
Raining In Manila,Lola Amour,6/14/2023,PHW012300171,"2,633","136,169,854","117,339,013","567,845,644",,,"28,884"
Diabï¿½ï¿½,Cris Mj,11/8/2023,QMFME2394856,"2,628","83,966,111","51,878,795","21,053","4,824",,"313,530"
HE KNOWS (feat. Lil Nas X),Camila Cabello,5/10/2024,USUG12402116,"2,632","14,234,598","6,333,352",,"250,375",,"35,203"
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,6/16/2017,GBARL1700772,"2,626","1,120,187,276","80,920,611","2,745,676,769","80,533,361","1,692,679","13,710,879"
Everybody make some Tik Tok,Bounce Oï¿½ï¿½ï¿½,5/22/2019,ITV951900027,"2,621","532,262",,"2,218,181,933",,,"11,057"
Another Love (Tiï¿½ï¿½sto Re,Tom Odell,5/13/2022,GBARL2201039,"2,620","141,141,890","26,048,435","8,556,410,580","172,209",,"770,960"
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,5/13/2021,QZJ842000873,"2,631","224,820,131","49,154,791","1,272,691,476","4,052,813",,"993,226"
Tu Aake Dekhle,King,9/21/2020,FRX762050882,"2,629","410,639,967","619,113,386","61,728,216","1,824",,"475,672"
Red Leather,Future,4/12/2024,USSM12403108,"2,630","22,715,763","3,791,463",,"305,314",,"155,058"
Viva La Vida,Coldplay,9/21/2005,GBAYE0800265,"2,619","2,102,223,775","1,412,127,488","2,264,301,241",,,"54,637"
Nice to Meet You,Imagine Dragons,5/24/2024,USUM72404007,"2,623","15,062,636","4,507,011","6,372,350","1,020,471",,"27,497"
Verte Ir,DJ Luian,3/28/2019,QZ7B81700011,"2,622","550,967,367","728,468,384","20,847,094","73,700,065",,"1,353,531"
Pink + White,Frank Ocean,8/20/2016,QZ5C81600003,"2,642","1,299,650,856","158,016,588","442,090,971","24,819,579","9,043,608","2,187,716"
Mother,Meghan Trainor,3/4/2023,USSM12300425,"2,640","79,738,242","51,124,809","2,678,819,017","8,318,506",,"538,792"
Flashback (feat. Gazo),Favï¿½,9/15/2023,DGA082396900,"2,654","88,014,813","53,097,639","26,517,142",13,"410,078","541,305"
Space Song,Beach House,8/21/2015,USSUB1512203,"2,646","1,099,069,598","127,534,602","2,588,157,478","24,447,183","16,000,671","7,887,047"
OKAY,JT,4/24/2024,USUG12400080,"2,641","16,446,111","5,578,963",,"1,687,958","980,462","178,540"
Rude,MAGIC!,7/23/2013,TCABP1349192,"2,650",,"2,541,095,833",,,,
Chill Bill,Rob $tone,1/1/2016,USRC11601124,"2,649","843,861,768","278,120,145","16,756,000","346,203,131",,"4,409,923"
My Way,Calvin Harris,9/16/2016,GBARL1601358,"2,636","1,014,534,913","615,907,345","56,011,096","111,067,662",,"8,339,785"
Big City Life,Luude,6/16/2022,AUDCB1702119,"2,653","181,323,700","17,510,125","160,730,392",3,"5,948,682","780,420"
Luchï¿½ï¿½ La,BoomBoxRepairKit,5/20/2022,QZHN62294886,"2,645",,"511,029,390",,,,10
Wife,(G)I-DLE,1/21/2024,KRA392300032,"2,643","58,909,647","65,760,732",,"130,093",,"82,069"
'Till I Collapse,Eminem,5/26/2002,USIR10211066,"2,651","1,958,809,069","1,463,549,979","54,356,279","618,998,662",,"4,812,702"
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,9/6/2010,USWB11002103,"2,655","662,257,934","464,462,597","1,511,650,572","939,708,588",,"4,225,673"
Jumbotron Shit Poppin,Drake,11/4/2022,USUG12208610,"2,635","126,296,463","37,702,345","70,817,893","5,094,223","9,731,011","588,261"
La Nota,Manuel Turizo,10/8/2020,QZDYA1800024,"2,648","560,949,285","298,415,218","576,560,432","29,259,483",,"1,440,068"
Amor a Primera Vista,Los ï¿½ï¿½ngeles Az,6/14/2019,MX1721901080,"2,644","346,860,422","888,138,257","73,588,039","43,302,352",,"1,446,419"
Solo,Myles Smith,11/15/2023,UKXN22382205,"2,647","95,747,052","13,990,236","9,054,387","176,881","588,902","313,239"
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,5/1/2023,USA2P2310663,"2,639","223,652,808","129,099,788","705,088,821","493,588",,"324,686"
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Bonnadol,3/15/2023,THSOH2301617,"2,652","478,756","5,028,021","193,347,455",,,"4,666"
Elini Ver,Amo988,5/15/2024,TRBUL2400025,"2,637","15,352,061","11,854,252",,,,"130,733"
Sex Music,Tank,6/29/2010,USAT21001199,"2,638","5,283,089","7,187,358","482,153","20,524,623",,"90,172"
Porfa,Feid,12/13/2019,USUM71924087,"2,661","396,184,710","656,159,660","1,796,651","14,228,113",,"1,168,477"
P power (feat. Drake),Gunna,1/7/2022,QMCE32200042,"2,671","307,122,295","31,666,337","327,835,388","14,840,512",,"1,132,723"
I Can See You ,Taylor Swift,7/7/2023,USUG12302091,"2,673","247,056,218","41,065,721","386,594,049","3,133,286","283,563","459,379"
Derniï¿½ï¿½re d,Indila,11/13/2013,FRUM71301049,"2,672","410,783,411","1,717,040,143","1,251,931,456","4,540,897",,"10,550,609"
Prada (Valexus Remix),cassï¿½,9/8/2023,GBCEN2300156,"2,667","47,098,121",,,"128,025","9,316,214","185,116"
"A ver, a ver - Ric Piccolo Edit",Donald,8/24/2022,GBUQH2200069,"2,666","67,852","421,207,701",,,,
Fight Song,Rachel Platten,12/2/2014,USSM11500753,"2,670","897,794,289","101,998,780","1,021,462,418","470,921,326",,
Pepas,Farruko,8/20/2022,QZN882262975,"2,974","1,490,710,634",,,,,
Satu Rasa Cinta,Happy Asmara,12/3/2022,DGA082216479,"2,662","3,451,208","10,165,956","319,066,421",,,
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7/11/2019,GBAHS1900714,"2,665","765,374,782","419,150,011","43,199,667","51,150,454","524,871","4,294,116"
Losing It,FISHER,7/13/2018,CA5KR1821202,"2,668","523,954,769","96,992,359","313,069,043","8,197,498",,"8,854,107"
MATHEMATICAL DISRESPECT,Lil Mabu,5/5/2023,QZVEM2324634,"2,657","165,642,949","13,111,498","709,390,008","1,467,373",,"328,655"
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,12/21/2018,USAT21812918,"2,660","815,243,082","258,514,568","649,866,119","94,670,283",,"1,328,950"
Dick (feat. Doja Cat),StarBoi3,4/23/2021,USRC12100749,"2,669","247,462,687","76,319,678","1,691,904,373","3,787,909","17,109,367","3,937,642"
Perfect Strangers,Jonas Blue,6/3/2016,GBUM71602437,"2,664","1,050,246,077","917,728,451","62,167,288","22,195,250",,"9,355,617"
Hey Brother,Avicii,1/1/2013,CH3131340084,"2,663","1,007,623,089","936,816,983","160,676,196","183,199,524",,"10,854,307"
Otra Noche,Los ï¿½ï¿½ngeles Az,11/11/2021,MX1722101437,"2,659","238,849,559","401,770,615","16,815,994","3,690,918",,"885,927"
Yet To Come,BTS,6/10/2022,USA2P2226300,"2,656","344,744,597","264,915,434","973,086,190","920,415",,"625,565"
When I'm Gone,Alesso,12/29/2021,USUG12106230,"2,658","279,996,207","42,705,657","19,367,991","50,039,519",,"1,785,826"
Girlfriend,Ruger,6/17/2022,GBARL2201233,"2,691","56,670,689","126,849,797","344,920,965","529,966",,"2,142,023"
WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,6/1/2023,USAT22305791,"2,680","100,094,720","114,762,460","686,876,114","8,878,410","305,973",
911,Fuerza Regida,11/30/2022,QZ9QQ2200130,"2,676","181,695,722","188,904,937","1,079,156,243","23,076,731",,"567,312"
Always,Daniel Caesar,4/7/2023,USUG12209355,"2,688","281,707,091","23,447,030","236,748,049","444,186",,"494,628"
YKWIM?,Yot Club,5/31/2019,CAGOO1966522,"2,681","675,984,633","118,564,792","882,048,158","6,567,978","17,184,881","1,248,383"
Damage,H.E.R.,10/21/2020,USRC11903897,"2,686","108,241,832","206,773,555","122,657,966","183,123,789",,"1,838,870"
Rags2Riches 2 (feat. Lil Baby),Rod Wave,8/7/2020,USLD91728036,"2,687","227,802,182","69,718,488","749,906,169","76,274,129",,"534,826"
Bellyache,Billie Eilish,2/24/2017,USUM71615103,"2,679","965,899,534","834,705,559","287,094,813","83,838,375",,"3,988,502"
No Wahala,1da Banton,7/2/2021,QZHZ52129395,"2,685","154,010,050","234,249,323","729,439,284","8,880,471",,"2,109,482"
Wait a Minute!,WILLOW,1/11/2015,QMJMT1500801,"2,678","1,081,039,358","422,709,495","2,051,079,047","31,208,630",,"7,344,889"
HONEY BEES,Hachi,2/6/2023,TCJPU2362002,"2,675","423,395","316,523,235","14,242,780",,,314
Gypsy,G.D. Kaur,5/10/2022,FR96X2229645,"2,682","58,989,412","457,435,947","756,707",,,"116,513"
Ojos Marrones,Lasso,6/3/2022,MXUM72200528,"2,690","370,988,405","69,184,223","1,614,554,007","332,657",,"1,087,892"
WASTE,Kxllswxtch,10/29/2021,USUYG1393224,"2,684","272,051,636","39,751,949","1,314,232,560","399,622","15,677,219","1,447,289"
512,Mora,2/5/2021,QM4TW2165662,"2,674","475,820,416","270,122,797","369,308,687","3,189,429",,"698,305"
MTG MALDIï¿½ï¿½ï¿½ï¿½O ET,DJ GLK,8/5/2022,BXIV82279381,"2,689",,,"1,396,251,598",,,
Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,6/30/2023,QM7282376030,"2,677","123,627,077",,"19,231,842","15,420",,"420,572"
Wake Up (feat. Chris Brown),Skylar Blatt,4/26/2024,USAR12300479,"2,683","8,040,021","4,152,404",,"2,166,042","139,022","160,973"
Sï¿½ï¿½guelo Bail,Ozuna,8/25/2017,USXDR1700560,"2,705","544,755,640","1,070,075,376","174,267,433","102,769,166",,"2,212,531"
Arranca (feat. Omega),Becky G,3/10/2023,USRC12300209,"2,699","161,172,707","52,352,229","140,240,096","12,462,344","37,415","1,364,052"
The Family Madrigal,Stephanie Beatriz,11/19/2021,USWD12112911,"2,698","217,919,853","351,386,257","1,067,404,078","45,064,909",,"143,875"
Hasta Abajo,KEVIN ROLDAN,7/26/2019,USUM71913434,"2,702","380,367,132","663,705,750","495,501,340","1,082,805",,"1,389,750"
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Yeat,9/9/2022,USUM72217061,"2,701","233,573,513","39,331,190","122,612,542","466,511",,"647,093"
Praise Jah in the Moonlight,Uzii BigTalk,12/25/2023,TCAHS2392343,"2,694",,,"94,798,200",,,"3,863,739"
Bon appï¿½ï¿½,Katy Perry,4/28/2017,USUM71702488,"2,700","280,898,252","1,396,756,746","137,526,328","3,712,696",,"2,560,144"
I'm the One,DJ Khaled,1/1/2017,USSM11703300,"2,704","1,257,029,279","77,475,141","134,170,742","409,246,415","6,332,764",
Stay With Me,1nonly,7/30/2020,TCAFE2016912,"2,693","398,942,581","231,553,878","1,054,813,567","3,386,783",,"1,102,075"
Typa Girl,BLACKPINK,9/16/2022,KRA402200021,"2,697","357,054,107","199,710,937","790,229,870","1,790,458","1,604,862","359,205"
Ayy Macarena,Tyga,11/13/2019,USQX91903309,"2,703","417,311,779","325,105,642","1,001,763,796","17,678,350",,"3,773,690"
ELA PIROU NA DODGE RAM,Luan Pereira,3/17/2023,BCX5C2300005,"2,692","149,455,007","185,077,693","272,723,903",202,"1,027,748","53,011"
Like What (Freestyle),Cardi B,3/1/2024,USAT22401675,"2,696","23,475,715","21,710,598","27,373,700","9,313,905","1,046,901","164,762"
Party In The U.S.A.,Miley Cyrus,1/1/2009,USHR10924519,"2,695","1,587,114,096","993,529,828","338,781,002","313,563,554",,"3,960,920"
Wet Dreamz,J. Cole,12/9/2014,USQX91402592,"2,724","1,244,864,869","280,151,086","49,460,597","311,023,511",,"2,769,408"
Dhani Ho Sab Dhan,Pawan Singh,1/31/2023,INS7A2352922,"2,709","1,332,230","307,838,128","2,278,729",,,"7,289"
Next Level,aespa,5/17/2021,KRA302100169,"2,715","245,384,123","514,192,282","693,149,332","972,338",,"547,626"
Whiskey Glasses,Morgan Wallen,7/29/2016,QZ22S1500059,"2,712","806,728,296","429,423,484","74,890,093","373,712,957",,"2,204,392"
Bado Badi,Chahat Fateh Ali Khan,4/23/2024,GX5PW2400002,"2,708","901,007","31,008,582",,,,
Esta Vida,Marshmello,4/13/2023,USSD12300013,"2,719","94,359,848","66,093,104","13,515,544","5,455,072",,"1,195,281"
Dusk Till Dawn - Radio Edit,ZAYN,9/7/2017,USRC11702155,"2,710","1,687,683,940","2,784,613",,"36,235,122",,"20,400,952"
Shotta Flow [Remix],NLE Choppa,6/20/2019,QZ85M1951467,"2,720","496,344,788","476,656,319","31,236,119","10,490,739",,"611,475"
Bolide allemand,SDM,12/1/2022,FRUM72202503,"2,711","152,546,936","129,655,800","54,647,905",,,"1,390,093"
Amor Tumbado,Natanael Cano,12/24/2019,USDXS1911811,"2,706","413,743,535","420,669,522","152,431,204","31,804,920","25,393,281","750,571"
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,8/31/2022,GBAYE2200462,"2,723","155,399,041","32,481,842","135,832,597","5,895,530",,"562,309"
MANIAC,VIVIZ,11/2/2023,KRA382321414,"2,718","77,590,300","94,172,195","170,046,435",,,"168,452"
Don't Mind,Kent Jones,1/1/2016,USSM11603011,"2,725","416,147,244","179,143,462","188,910,778","271,379,282",,"7,577,629"
Dientes,J Balvin,9/15/2023,QZM5U2300388,"2,721","38,622,215","16,445,144","59,118,842","1,106,891",,"1,517,721"
Look Alive (feat. Drake),BlocBoy JB,2/9/2018,USWB11800211,"2,717","982,424,606","123,104,265","172,191,863","356,636,322",,"2,879,816"
Wake Up! (feat. Juice WRLD),Ski Mask The Slump God,6/7/2024,USUM72406359,"2,707","2,886,460","329,080",,"3,173","260,469",
Midnight Rain,Taylor Swift,10/21/2022,USUG12205712,"2,714","658,208,129","83,795,730","256,300,464","9,631,678",,"334,608"
"Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,1/15/2020,INS182000105,"2,713","112,851,903","540,940,484","295,549,159",,,"125,294"
Boo'd Up,Ella Mai,10/12/2018,USUM71814738,"2,726","79,783,827","606,083,529",,"303,470,045",,"4,230,367"
A Mï¿½,Rels B,2/21/2019,QM4TW1987698,"2,716","631,152,992","655,475,553","353,157,722","219,368",,"1,136,830"
Buttabomma - Telugu,Armaan Malik,12/24/2019,INA091916753,"2,722","92,120,986","981,723,299","219,466,261","9,207",,"156,960"
Burn It Down,Parker McCollum,5/12/2023,USUM72223494,"2,737","42,332,727","23,741,737","14,014,956","36,872,121",,"307,193"
Tu Fan,mafalda cardenal,5/26/2023,QZMZ92325070,"2,735","65,670,361","96,035,934","493,111,688",,,"467,250"
Whole Lotta Choppas,Sada Baby,8/14/2020,US39N2000446,"2,731","55,312,275","39,808,873","2,188,871,458","4,746,084",,"732,768"
Heartless,Kanye West,1/1/2008,USUM70840511,"2,738","1,315,577,954","366,241,783","250,337,316","587,055,437","54,924,850","3,795,507"
Galaxy Express,D Gerrard,1/5/2024,THW092305121,"2,732","20,710,234","89,001,571",,405,,"58,364"
Skate,Bruno Mars,7/30/2021,USAT22104222,"2,733","248,947,222","129,102,965","5,258,682","15,760,107",,"1,701,042"
Mercy,Shawn Mendes,8/18/2016,USUM71603531,"2,727","1,351,515,181","602,907,962","169,125,285","216,511,252","903,940","5,017,015"
Dame Tu Cosita (feat. Cutty Ranks),El Chombo,4/15/2018,FR6Q11800035,"2,729","47,325,533","585,319,992","6,695,334,604","328,189",,"580,948"
Enemy - from the series Arcane League of Legends,Imagine Dragons,10/27/2021,USUM72120989,"2,728","313,209,345",,"145,431,218","24,726,484",,"9,602,713"
Dear John,Wild Child,3/31/2023,QMB622200356,"2,730","271,785","281,209,604",,"7,503",,
Mount Everest,Labrinth,6/21/2019,GBHMU1800032,"2,734","612,159,812","218,832,200","3,490,816,416",,,"4,948,372"
Escï¿½ï¿½n,ï¿½ï¿½engo Flow,8/25/2023,QZ7R42353128,"2,736","63,748,913","109,386,782","4,695,060","306,518","420,845","202,893"
LAISSE MOI,KeBlack,9/8/2023,DGA092316630,"2,743","76,805,130","62,061,765","261,958,744",587,"276,434","972,269"
